Unnamed: 0,id,listing_url,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60
9400,851966495206727818,https://www.airbnb.com/rooms/851966495206727818,2025-06-28,city scrape,Mouzinho 215 - Apartment 301 by LovelyStay,"At number 215 in iconic Rua Mouzinho da Silveira you can find our gorgeous building fully equipped and decorated to the highest quality standard in furnishings and materials and located only 2 minutes away from iconic metro station São Bento, in the heart of the Undefeated City. These brand new apartments feature high-end appliances, 24H hassle-free self-check-in, AC units, fast wi-fi, highly comfortable mattresses for restful nights and minimalistic details for a luxurious yet charming feel.","This apartment is situated in downtown Porto, right in the heart of the city, meaning there are plenty of interesting sites to visit around the area, such as Mercado do Bolhão (the last traditional market of Porto), São Bento train station and Lello bookshop.<br />It is the best neighborhood in Porto for: solo travelers; young couples; or groups of friends traveling together.<br /><br />Places worth visiting nearby:<br />- Aliados Avenue<br />- Tower and Church of Clérigos<br />- Lello bookstore<br />- São Bento train station – typical Portuguese tiles can be found on the inside <br />- S. Francisco Church<br />- Dom Luís I Bridge – an iconic symbol of Porto<br />- Galerias de Paris - a popular nightspot, often frequented by locals. <br />- Majestic Café - The most historical café in Porto<br />- Rua de Santa Catarina - a popular shopping spot filled with international stores, amazing restaurants, and cafés.<br />- Guindais Funicular<br />- Port Wine cellars - situated in Gaia, on the ",https://a0.muscache.com/pictures/prohost-api/Hosting-851966495206727818/original/8a6f32e6-1af7-49a0-ba34-da7eb40d2046.jpeg,505816198,https://www.airbnb.com/users/show/505816198,Lovely,2023-03-17,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/624214ab-e950-4f80-8a74-adc1d2bd7900.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/624214ab-e950-4f80-8a74-adc1d2bd7900.jpg?aki_policy=profile_x_medium,,10,10,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14519,-8.61205,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Hot water kettle"", ""Essentials"", ""Keypad"", ""Shampoo"", ""Microwave"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Kitchen"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Long term stays allowed"", ""Freezer"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Self check-in"", ""Coffee maker"", ""Cooking basics"", ""TV"", ""Fire extinguisher"", ""Stove""]",$77.00,2,270,1.0,2.0,270.0,270.0,2.0,270.0,,t,6,16
9600,876732075060981800,https://www.airbnb.com/rooms/876732075060981800,2025-06-27,city scrape,Liiiving in Gaia - Beach Seaside Apartment,"Enter our Beach Seaside Apartment, a beautiful property located just a few steps from the beach, and marvel at its modern lines and maritime details.","In Madalena you'll find beaches perfect for enjoying the sun or taking a dip in the sea, certified for their quality with the Blue Flag. If you prefer to explore, you can take the long way round and visit the Senhor da Pedra chapel, which dates back to the 17th century and is the pride of the Cariocas.<br /><br />Porto is just a 20-minute drive away, but you don't have to go far to find some fun, as there are bars nearby to have a drink at night or lunch during the day. A supermarket is just 500 meters away, so you can buy groceries.<br /><br />Install our “Liiiving” app for more suggestions (available for Android and iOS).<br /><br />We'd love to welcome you ... Book now! Because Liiivinv Is Easy!",https://a0.muscache.com/pictures/prohost-api/Hosting-876732075060981800/original/74218cdb-eb00-4d49-b37b-c35fbcb7661f.jpeg,30907275,https://www.airbnb.com/users/show/30907275,Liiiving,2015-04-09,"Porto, Portugal","Olá! We are Liiiving's Short Stay team!

We are looking forward to welcome you in our properties :)
We were born and we have lived in Porto. We will be happy to help you out to know and enjoy every city where we are installed !
We love to meet new people, enjoy literature, cinema, to travel, meeting other cultures, other ways of being and living life !
We are delighted to give a personal welcome to our guests and to receive them the best way we can :)
Hope to see you soon !",within an hour,100%,98%,,https://a0.muscache.com/im/pictures/user/e75a725e-7252-4f1b-a52a-c180e07b8bc0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e75a725e-7252-4f1b-a52a-c180e07b8bc0.jpg?aki_policy=profile_x_medium,,159,225,"['email', 'phone', 'work_email']",t,t,"Vila Nova de Gaia, Porto, Portugal",Canidelo,VILA NOVA DE GAIA,41.11255,-8.66026,Entire rental unit,Entire home/apt,3,1 bath,1.0,2.0,"[""Dryer"", ""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Free parking on premises"", ""Microwave"", ""Paid standalone high chair - available upon request"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Oven"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""Housekeeping - available at extra cost"", ""Shower gel"", ""Dedicated workspace"", ""Beach essentials"", ""Long term stays allowed"", ""Washer"", ""Iron"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Coffee maker"", ""Cooking basics"", ""Paid crib - available upon request"", ""TV"", ""Fire extinguisher"", ""Stove""]",$104.00,2,1125,2.0,3.0,1125.0,1125.0,2.2,1125.0,,t,9,19
9800,902647620084102459,https://www.airbnb.com/rooms/902647620084102459,2025-06-25,city scrape,Springfield Lodge,"Picture this, fall asleep before the big movie screen and wake up for a real, yet idyllic scene that presents you w/ an unique view of the green and flowering meadow where our horses roam freely and the geese and ducks peacefully graze. We have prepared a minimalist yet comfortable space, so that your mind can expand and your body relax.<br />Perfect for 1 or 2pax, the Lodge offers an immersive experience in nature yet in an urban farm, w/ direct train to Porto.<br />Breakfast available but not included.","The Lodge is situated in a quiet and safe residential area, with easy and close access to the main services: public transports, supermarkets, coffee shops, pharmacy, restaurants, etc.<br /><br />Within your stay, you may enjoy the neat air from the countryside with a relaxing ecological walk, alongside the “Paleozoic Route” (Sítio Rede Natura 2000). Following this path, you will end up in the middle-aged village named “Couce” (Aldeia de Portugal), where you can experience a real time flashback. Meanwhile, you can travel over the Roman’s empire legacy, which intensively exploited this Gold enriched soil. The mines still remain as a tourist open landmark, and it’s possible to visit them in a safe and guided tour.",https://a0.muscache.com/pictures/71a5cf50-9b5c-4a1c-8b09-ea846defd132.jpg,517295899,https://www.airbnb.com/users/show/517295899,Clara,2023-05-30,"Vila do Conde, Portugal",,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-517295899/original/2c43e369-37f4-4c0d-a386-7548d7c545c4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-517295899/original/2c43e369-37f4-4c0d-a386-7548d7c545c4.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Valongo, Porto, Portugal",Valongo,VALONGO,41.19815,-8.49836,Hut,Entire home/apt,2,1 bath,1.0,1.0,"[""Dryer"", ""Cleaning available during stay"", ""Private entrance"", ""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Induction stove"", ""Laundromat nearby"", ""Free parking on premises"", ""Microwave"", ""Cleaning products"", ""Refrigerator"", ""Private patio or balcony"", ""HDTV with Chromecast, Netflix, Amazon Prime Video, Disney+, Apple TV"", ""Wifi"", ""Bed linens"", ""Movie theater"", ""Kitchen"", ""Sun loungers"", ""First aid kit"", ""Garden view"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Coffee"", ""Valley view"", ""Central air conditioning"", ""Outdoor dining area"", ""Coffee maker: french press"", ""Outdoor kitchen with sink"", ""Dining table"", ""Mini fridge"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Cooking basics"", ""Free street parking"", ""Central heating"", ""Room-darkening shades"", ""Courtyard view"", ""Fire extinguisher"", ""Backyard""]",$87.00,1,15,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,9,23
10000,922263933983935260,https://www.airbnb.com/rooms/922263933983935260,2025-06-27,city scrape,MZ Porto Mouzinho,"This triplex is ideally located for getting to know the historic area of Porto. In just a few minutes, you'll find various points of interest such as: Livraria Lello, Avenida dos Aliados and Igreja do Carmo. In addition to the tourist attractions, you'll find restaurants and shopping areas.<br />The apartment has AC, a Smart TV, a full kitchen and a workspace.<br /><br />In the apartment you'll find a safe, where you can safely store your most important belongings.",,https://a0.muscache.com/pictures/miso/Hosting-922263933983935260/original/fec6b372-f3ce-4898-832c-ba1a403e4725.jpeg,130805492,https://www.airbnb.com/users/show/130805492,Marta,2017-05-17,"Porto, Portugal",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/3c14b66e-371c-4ac4-bcb8-dcc815fac321.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3c14b66e-371c-4ac4-bcb8-dcc815fac321.jpg?aki_policy=profile_x_medium,,54,73,"['email', 'phone', 'work_email']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1431763,-8.6137912,Entire serviced apartment,Entire home/apt,6,2 baths,3.0,3.0,"[""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Laundromat nearby"", ""Bidet"", ""Microwave"", ""Teka stainless steel induction stove"", ""Refrigerator"", ""City skyline view"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Conditioner"", ""Lockbox"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Oven"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Crib"", ""Dedicated workspace"", ""Coffee"", ""High chair"", ""Freezer"", ""Baking sheet"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Babysitter recommendations"", ""Coffee maker"", ""Cooking basics"", ""Body soap"", ""AC - split type ductless system"", ""Drying rack for clothing"", ""Heating"", ""TV"", ""Blender"", ""Paid parking off premises"", ""Fire extinguisher""]",$159.00,2,31,2.0,2.0,31.0,31.0,2.0,31.0,,t,5,18
10200,942106885658429892,https://www.airbnb.com/rooms/942106885658429892,2025-06-28,city scrape,Oporto Guest House Terrace Room 1,"Guest House Terrace is a large space where design, practicality and elegance stand out. A real invitation to group travel, multicultural coexistence, and new friendships. Only 5 minutes walking distance to Marquês Metro station and 10 minutes to the iconic Majestic Café na Rua Santa Catarina. Essential services nearby. It has a 180m2 terrace so you can enjoy the sunset next to those who love it the most.",,https://a0.muscache.com/pictures/miso/Hosting-942106885658429892/original/fdaf3e4c-4f2a-47e0-8e89-e5b7ebeec13e.jpeg,431283509,https://www.airbnb.com/users/show/431283509,YourHost,2021-11-10,"Porto District, Portugal","A YourHost redefine a sua estadia como nenhuma outra. Dedicamo-nos a proporcionar a melhor experiência durante a sua viagem. Gerimos propriedades no Porto, Vila Nova de Gaia e Matosinhos. Deixe as suas férias serem as melhores férias de sempre.

. Tours exclusivas e privadas
. Amenities exclusivos YourHost BIO
. Serviço de transfer privado
. Apoio ao hóspede 24/7
. Uma equipe dedicada e sempre disponível",,,,,https://a0.muscache.com/im/pictures/user/User/original/45ab534b-40e6-4869-a59e-f336e9b9c183.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/45ab534b-40e6-4869-a59e-f336e9b9c183.jpeg?aki_policy=profile_x_medium,,85,100,"['email', 'phone']",t,t,,Paranhos,PORTO,41.16356649999999,-8.6063479,Private room in rental unit,Private room,2,2 shared baths,1.0,2.0,"[""Hot water kettle"", ""Essentials"", ""Barbecue utensils"", ""Microwave"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Lock on bedroom door"", ""Kitchen"", ""BBQ grill"", ""First aid kit"", ""Hot water"", ""Dedicated workspace"", ""Electric stove"", ""Coffee maker: Nespresso"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Cooking basics"", ""TV"", ""Fire extinguisher""]",$32.00,1,365,1.0,2.0,1125.0,1125.0,2.0,1125.0,,t,9,22
10400,964282655746193916,https://www.airbnb.com/rooms/964282655746193916,2025-06-26,city scrape,Oporto Guest House Terrace Room 2,"Guest House Terrace is a large space where design, practicality and elegance stand out. A real invitation to group travel, multicultural coexistence, and new friendships. Only 5 minutes walking distance to Marquês Metro station and 10 minutes to the iconic Majestic Café na Rua Santa Catarina. Essential services nearby. It has a 180m2 terrace so you can enjoy the sunset next to those who love it the most.",,https://a0.muscache.com/pictures/miso/Hosting-964282655746193916/original/7d0dab72-a3f1-4707-b71a-e87dd642107a.jpeg,431283509,https://www.airbnb.com/users/show/431283509,YourHost,2021-11-10,"Porto District, Portugal","A YourHost redefine a sua estadia como nenhuma outra. Dedicamo-nos a proporcionar a melhor experiência durante a sua viagem. Gerimos propriedades no Porto, Vila Nova de Gaia e Matosinhos. Deixe as suas férias serem as melhores férias de sempre.

. Tours exclusivas e privadas
. Amenities exclusivos YourHost BIO
. Serviço de transfer privado
. Apoio ao hóspede 24/7
. Uma equipe dedicada e sempre disponível",,,,,https://a0.muscache.com/im/pictures/user/User/original/45ab534b-40e6-4869-a59e-f336e9b9c183.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/45ab534b-40e6-4869-a59e-f336e9b9c183.jpeg?aki_policy=profile_x_medium,,85,100,"['email', 'phone']",t,t,,Paranhos,PORTO,41.16286,-8.60584,Private room in rental unit,Private room,2,2 shared baths,1.0,2.0,"[""Essentials"", ""Laundromat nearby"", ""Microwave"", ""Cleaning products"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Oven"", ""Hangers"", ""Hot water"", ""Clothing storage: closet"", ""Coffee"", ""Freezer"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Hair dryer"", ""Wine glasses"", ""TV"", ""Stove""]",$22.00,1,365,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,15,45
10600,990371764701700155,https://www.airbnb.com/rooms/990371764701700155,2025-06-27,city scrape,AVUS M Terrace Apartment by DA'Home,"Welcome to AVUS M Suites and Apartments by DA'HOME!<br /><br />Fabulous 1 bedroom duplex apartment with terrace in a brand new 8 apartment building, located in the heart of Porto downtown area!<br /><br />NEIGHBORHOOD<br />* Aliados Avenue<br />* Porto historical downtown area<br />* Metro station next door<br />* Great Restaurants & Bars<br /><br />APARTMENT<br />* Third floor<br />* Elevator<br />* Terrace<br />* Queen-size bed<br />* Fast Wi-Fi<br />* Air Conditioning<br />* Fully equipped kitchen<br />* Cable TV<br />* Dining table with 2 chairs<br />* Complete bathroom with towels","Nestled on Rua do Paraiso in the heart of Porto, our vibrant neighborhood offers a true taste of this enchanting city. Our building, a fresh addition to Porto's skyline, boasts a 2023 construction, adding a contemporary touch to the historic charm of the area.<br /><br />With the Faria Guimaraes metro station just a stone's throw away, your city adventures are incredibly convenient. And when you stay with us, you're a mere 1-minute stroll from the iconic Aliados Square, a bustling hub of activity.<br /><br />Our central location ensures you're within easy reach of countless historical and cultural treasures that Porto has to offer. Whether it's savoring delectable Portuguese cuisine, exploring historic landmarks, or experiencing the vibrant arts and culture scene, you're at the epicenter of it all.<br /><br />Staying with us, you're not just booking an apartment; you're immersing yourself in the rich tapestry of Porto's past and present. It's a true paradise waiting to be discovered, j",https://a0.muscache.com/pictures/miso/Hosting-990371764701700155/original/441da0c9-0522-4633-a9af-fbde1a879611.jpeg,539235371,https://www.airbnb.com/users/show/539235371,DA'HOME Premium Property Management,2023-09-27,,"Welcome to DA'HOME, where luxury meets comfort. We offer premium property management that ensures your stay is exceptional:

- Impeccable Cleanliness: Our properties are thoroughly cleaned and sanitized for your safety.

- Exceptional Communication: Our team ready to your needs, ensuring a stress-free stay. Enjoy a personalized service for a comfortable experience.

- Prime Locations: Stay in the heart of the city, conveniently located.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/1806faea-3e33-4719-9216-40a3eb6dc4da.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1806faea-3e33-4719-9216-40a3eb6dc4da.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone']",t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1574167,-8.6094323,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"[""Cleaning available during stay"", ""Outdoor furniture"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Exterior security cameras on property"", ""Microwave"", ""Cleaning products"", ""Refrigerator"", ""Private patio or balcony"", ""City skyline view"", ""Air conditioning"", ""Safe"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Oven"", ""Hangers"", ""Smoke alarm"", ""Hot water"", ""Shower gel"", ""Crib"", ""Coffee"", ""Outdoor dining area"", ""Long term stays allowed"", ""Freezer"", ""Clothing storage"", ""Iron"", ""Dining table"", ""Mini fridge"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Coffee maker"", ""Cooking basics"", ""Single level home"", ""Body soap"", ""Heating"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher"", ""Stove""]",$165.00,2,365,1.0,3.0,365.0,365.0,2.1,365.0,,t,8,30
10800,1024414643178453545,https://www.airbnb.com/rooms/1024414643178453545,2025-06-26,city scrape,OHH Fontainhas 2T Tua River flat,"Modern, bright and comfortable apartment in the heart of the city, a few minutes from Praça dos Poveiros/Batalha and Rua de Santa Catarina (the city's main shopping street).<br />The ideal place to explore all of Porto's points of interest and relax.<br />This Property is not a Local Accommodation and, in compliance with the Legislation in force in Portugal, the guest will be asked to sign an Accommodation agreement for the days of the reservation.<br />See the terms in our additional house rules.","This historical neighborhood is in the heart of the  historical center.<br />Just a few meters from the apartment you will find Ponte do Infante and and amazing view in fontainhas over the Douro river culminating in the old wall of the city. Take the funicular to the river !<br />The neighborhodd has allyou might need as cafes, restaurants, pharmacies and bars to chill after a long day exploring the ciy: all within walking distance!<br />Rua de st Catarina is just a few 8 min walk <br />Closest metro is Campo 24 de Agosto only less than 10 min walk from the apartment",https://a0.muscache.com/pictures/d13e2c0e-8f66-4f29-9787-34bd1bee5c3c.jpg,485326565,https://www.airbnb.com/users/show/485326565,Precious,2022-10-27,,,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-485326565/original/edf1dc6c-9140-4474-8ad2-2c6726b1892c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-485326565/original/edf1dc6c-9140-4474-8ad2-2c6726b1892c.jpeg?aki_policy=profile_x_medium,,8,9,['phone'],t,t,"Porto, Portugal","Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.14555,-8.60235,Entire rental unit,Entire home/apt,2,1 bath,1.0,1.0,"[""Cleaning available during stay"", ""Hot water kettle"", ""Essentials"", ""Extra pillows and blankets"", ""Shampoo"", ""Elevator"", ""Laundromat nearby"", ""Microwave"", ""Cleaning products"", ""Refrigerator"", ""Stainless steel oven"", ""Paid parking lot off premises"", ""Coffee maker: espresso machine"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""First aid kit"", ""Garden view"", ""Free washer \u2013 In unit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Fast wifi \u2013 352 Mbps"", ""Coffee"", ""Central air conditioning"", ""Host greets you"", ""Long term stays allowed"", ""Freezer"", ""Iron"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, standard cable"", ""Wine glasses"", ""Cooking basics"", ""Central heating"", ""Stainless steel electric stove"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Courtyard view"", ""Fire extinguisher""]",$72.00,3,60,2.0,3.0,1125.0,1125.0,3.0,1125.0,,t,15,19
11000,1051479795639101140,https://www.airbnb.com/rooms/1051479795639101140,2025-06-26,city scrape,LM art apartments (1e),"Your family will be close to everything when you stay at this centrally located place.<br />Located a 10-minute walk from the Rotunda da Boavista, the LM art apartments is available for 6 apartments<br />typology T2. All units are equipped with kitchen, private bathroom and living room with sofa bed and TV.<br />In the same building is the LM art cafe where guests can enjoy delicious meals<br />(including breakfast and brunch).",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA1MTQ3OTc5NTYzOTEwMTE0MA%3D%3D/original/89caa87b-764c-495d-864a-0944c351b4c7.jpeg,551735079,https://www.airbnb.com/users/show/551735079,Luís,2023-12-19,,,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-551735079/original/800af39f-59fb-4826-bf2f-cf9481d794ea.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-551735079/original/800af39f-59fb-4826-bf2f-cf9481d794ea.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",PORTO,41.1626774,-8.6206674,Entire rental unit,Entire home/apt,6,1 bath,2.0,3.0,"[""Private entrance"", ""Crib - available upon request"", ""Essentials"", ""Keypad"", ""Shampoo"", ""Laundromat nearby"", ""Microwave"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Shower gel"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Iron"", ""Dining table"", ""Mini fridge"", ""Dishes and silverware"", ""Hair dryer"", ""High chair - available upon request"", ""Self check-in"", ""Portable heater"", ""Cooking basics"", ""Room-darkening shades"", ""TV"", ""Fire extinguisher""]",$82.00,1,31,1.0,3.0,31.0,1125.0,1.8,198.8,,t,5,10
11200,1081649161314112225,https://www.airbnb.com/rooms/1081649161314112225,2025-06-27,city scrape,GuestReady - City & Beach Garden Home,"The perfect holiday home for friends and families. Equipped with all the facilities needed for a comfortable stay, this charming 3-bedroom garden home is also conveniently located a short walk away from the Porto City Center and approx 25-minute walk to the beach.","Porto is a fascinating city in the north of Portugal with lots of good things to offer you during your stay. <br />There is lots of history as you walk in the streets. Lots of monuments, stores, and cafes. <br />The nightlife is full of vibrant spots to hang out with your family and friends. <br />There is the Douro river, where you can enjoy a nice pleasant river cruise and try many different dishes and wines. <br />It is also located near the coast which provides your the possibility to go to the beach and enjoy a sunny day.",https://a0.muscache.com/pictures/prohost-api/Hosting-1081649161314112225/original/e8cc794c-1fef-4fba-9a06-42897c393a73.jpeg,438704015,https://www.airbnb.com/users/show/438704015,Maria,2022-01-03,,"We are GuestReady, a professional property management company helping hosts deliver outstanding experiences to their guests worldwide. From cleaning and preparing homes to provide 24/7 support, we ensure a comfortable and seamless stay from start to finish. With years of hospitality experience, we're dedicated to delivering an exceptional experience. Let us help you find the perfect place for an unforgettable stay!",within an hour,100%,90%,f,https://a0.muscache.com/im/pictures/user/User-438704015/original/fb8963eb-484d-4a71-8747-44dc423b599b.png?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-438704015/original/fb8963eb-484d-4a71-8747-44dc423b599b.png?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,f,"Porto, Portugal","Aldoar, Foz do Douro e Nevogilde",PORTO,41.16566,-8.66756,Entire home,Entire home/apt,6,2 baths,3.0,3.0,"[""Cleaning available during stay"", ""Private entrance"", ""Hot water kettle"", ""Essentials"", ""Shampoo"", ""Microwave"", ""Cleaning products"", ""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Bed linens"", ""Dishwasher"", ""Lockbox"", ""First aid kit"", ""Oven"", ""Hangers"", ""Hot water"", ""Dedicated workspace"", ""Iron"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Self check-in"", ""Coffee maker"", ""TV"", ""Fire extinguisher"", ""Backyard"", ""Stove""]",$157.00,1,1125,1.0,5.0,3.0,1125.0,3.9,264.1,,t,12,31
11400,1103502197789745093,https://www.airbnb.com/rooms/1103502197789745093,2025-06-26,city scrape,Moradia na Praia,"Ground floor apartment in a privileged area, with air conditioning and 2 bedrooms facing the beach.<br />20 mins from Sá Carneiro airport in Porto<br />30 minutes from Porto centre<br />1 hour of Spain",,https://a0.muscache.com/pictures/1d5768bf-4014-40ca-bfa9-a16b45611aed.jpg,467420503,https://www.airbnb.com/users/show/467420503,Maria,2022-07-03,,,within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-467420503/original/ec5087e5-8919-4660-81f7-9def8123dbd5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-467420503/original/ec5087e5-8919-4660-81f7-9def8123dbd5.jpeg?aki_policy=profile_x_medium,,5,5,"['email', 'phone']",t,t,,"AVer-o-Mar, Amorim e Terroso",PÓVOA DE VARZIM,41.4077689,-8.781143,Casa particular,Entire home/apt,4,1 bath,2.0,2.0,"[""Private entrance"", ""Shared patio or balcony"", ""Essentials"", ""Extra pillows and blankets"", ""Barbecue utensils"", ""Free dryer"", ""Laundromat nearby"", ""Microwave"", ""Board games"", ""Cleaning products"", ""Refrigerator"", ""Stainless steel oven"", ""Coffee maker: espresso machine"", ""Air conditioning"", ""Wifi"", ""Baby bath - available upon request"", ""Bed linens"", ""Kitchen"", ""Dishwasher"", ""BBQ grill"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Hangers"", ""Hot water"", ""Fire pit"", ""Coffee"", ""Electric stove"", ""Changing table - available upon request"", ""Freezer"", ""Clothing storage"", ""Baking sheet"", ""Dining table"", ""Dishes and silverware"", ""Toaster"", ""Hair dryer"", ""Wine glasses"", ""Beach access \u2013 Beachfront"", ""Bathtub"", ""High chair - available upon request"", ""Children\u2019s bikes"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Free street parking"", ""Drying rack for clothing"", ""Room-darkening shades"", ""TV"", ""Blender"", ""Fire extinguisher"", ""Bikes""]",$77.00,2,365,2.0,7.0,365.0,365.0,3.0,365.0,,t,7,12
